   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2258065e-02   3.2258065e-02   1.0000000e+00
   6.4516129e-02   6.4516129e-02   1.0000000e+00
   9.6774194e-02   9.6774194e-02   1.0000000e+00
   1.2903226e-01   1.2903226e-01   1.0000000e+00
   1.6129032e-01   1.6129032e-01   1.0000000e+00
   1.9354839e-01   1.9354839e-01   1.0000000e+00
   2.2580645e-01   2.2580645e-01   1.0000000e+00
   2.5806452e-01   2.5806452e-01   1.0000000e+00
   2.9032258e-01   2.9032258e-01   1.0000000e+00
   3.2258065e-01   3.2258065e-01   1.0000000e+00
   3.5483871e-01   3.5483871e-01   1.0000000e+00
   3.8709677e-01   3.8709677e-01   1.0000000e+00
   4.1935484e-01   4.1935484e-01   1.0000000e+00
   4.5161290e-01   4.5161290e-01   1.0000000e+00
   4.8387097e-01   4.8387097e-01   1.0000000e+00
   5.1612903e-01   5.1612903e-01   1.0000000e+00
   5.4838710e-01   5.4838710e-01   1.0000000e+00
   5.8064516e-01   5.8064516e-01   1.0000000e+00
   6.1290323e-01   6.1290323e-01   1.0000000e+00
   6.4516129e-01   6.4516129e-01   1.0000000e+00
   6.7741935e-01   6.7741935e-01   1.0000000e+00
   7.0967742e-01   7.0967742e-01   1.0000000e+00
   7.4193548e-01   7.4193548e-01   1.0000000e+00
   7.7419355e-01   7.7419355e-01   1.0000000e+00
   8.0645161e-01   8.0645161e-01   1.0000000e+00
   8.3870968e-01   8.3870968e-01   1.0000000e+00
   8.7096774e-01   8.7096774e-01   1.0000000e+00
   9.0322581e-01   9.0322581e-01   1.0000000e+00
   9.3548387e-01   9.3548387e-01   1.0000000e+00
   9.6774194e-01   9.6774194e-01   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   9.6774194e-01   9.6774194e-01
   1.0000000e+00   9.3548387e-01   9.3548387e-01
   1.0000000e+00   9.0322581e-01   9.0322581e-01
   1.0000000e+00   8.7096774e-01   8.7096774e-01
   1.0000000e+00   8.3870968e-01   8.3870968e-01
   1.0000000e+00   8.0645161e-01   8.0645161e-01
   1.0000000e+00   7.7419355e-01   7.7419355e-01
   1.0000000e+00   7.4193548e-01   7.4193548e-01
   1.0000000e+00   7.0967742e-01   7.0967742e-01
   1.0000000e+00   6.7741935e-01   6.7741935e-01
   1.0000000e+00   6.4516129e-01   6.4516129e-01
   1.0000000e+00   6.1290323e-01   6.1290323e-01
   1.0000000e+00   5.8064516e-01   5.8064516e-01
   1.0000000e+00   5.4838710e-01   5.4838710e-01
   1.0000000e+00   5.1612903e-01   5.1612903e-01
   1.0000000e+00   4.8387097e-01   4.8387097e-01
   1.0000000e+00   4.5161290e-01   4.5161290e-01
   1.0000000e+00   4.1935484e-01   4.1935484e-01
   1.0000000e+00   3.8709677e-01   3.8709677e-01
   1.0000000e+00   3.5483871e-01   3.5483871e-01
   1.0000000e+00   3.2258065e-01   3.2258065e-01
   1.0000000e+00   2.9032258e-01   2.9032258e-01
   1.0000000e+00   2.5806452e-01   2.5806452e-01
   1.0000000e+00   2.2580645e-01   2.2580645e-01
   1.0000000e+00   1.9354839e-01   1.9354839e-01
   1.0000000e+00   1.6129032e-01   1.6129032e-01
   1.0000000e+00   1.2903226e-01   1.2903226e-01
   1.0000000e+00   9.6774194e-02   9.6774194e-02
   1.0000000e+00   6.4516129e-02   6.4516129e-02
   1.0000000e+00   3.2258065e-02   3.2258065e-02
   1.0000000e+00   0.0000000e+00   0.0000000e+00
